  1.000000e-01  -1.254928e-02
  8.888890e-02   1.036543e-02
  6.666670e-02  -2.265991e-02
  5.000000e-02  -1.886852e-02
  3.750000e-02  -7.017999e-03
  2.500000e-02  -1.966288e-02
  1.875000e-02  -4.792786e-03
  1.250000e-02   2.692290e-02
  9.375000e-03   3.135825e-03
  6.250000e-03   2.741109e-02
  4.687500e-03   1.849828e-02
  3.125000e-03   1.632255e-02
  2.343750e-03  -1.319415e-02
  1.562500e-03   1.223027e-02
  1.171870e-03   5.035162e-03
  7.812500e-04   3.476039e-02
  5.859370e-04  -2.469361e-02
  3.906250e-04  -1.294370e-02
  2.929690e-04  -6.231590e-03
  1.953130e-04  -1.150505e-02
  1.464840e-04  -9.347172e-03
  9.765600e-05  -1.078590e-03
  7.324200e-05  -8.029924e-03
  4.882800e-05  -2.612377e-02
  3.662100e-05   1.449901e-02
  2.441400e-05  -1.485909e-02
  1.831100e-05  -4.422684e-02
  1.220700e-05   2.576739e-02
  9.155300e-06   2.576683e-02
  6.103500e-06   2.576643e-02
  4.577600e-06   2.576628e-02
