  1.000000e-01  -8.426321e-04
  8.888890e-02   1.378825e-02
  6.666670e-02   1.057146e-02
  5.000000e-02  -1.854712e-02
  3.750000e-02   3.934746e-03
  2.500000e-02  -2.530628e-02
  1.875000e-02   9.252811e-03
  1.250000e-02   1.117041e-02
  9.375000e-03   2.497192e-02
  6.250000e-03  -8.096954e-03
  4.687500e-03   1.237575e-02
  3.125000e-03  -1.057968e-02
  2.343750e-03   3.516634e-02
  1.562500e-03   2.019273e-03
  1.171870e-03  -1.211545e-02
  7.812500e-04   2.469581e-02
  5.859370e-04  -3.075414e-02
  3.906250e-04  -3.858748e-02
  2.929690e-04  -4.748332e-04
  1.953130e-04   2.089137e-02
  1.464840e-04   1.899556e-03
  9.765600e-05   4.664605e-02
  7.324200e-05  -2.801247e-02
  4.882800e-05  -3.442741e-03
  3.662100e-05  -3.264463e-02
  2.441400e-05   8.903419e-03
  1.831100e-05   8.902627e-03
  1.220700e-05   8.902067e-03
  9.155300e-06   8.901866e-03
  6.103500e-06   8.901728e-03
  4.577600e-06   8.901676e-03
