  1.000000e-01   1.409237e-02
  8.888890e-02   2.379083e-03
  6.666670e-02  -1.698101e-02
  5.000000e-02   1.162584e-02
  3.750000e-02   2.259950e-02
  2.500000e-02  -3.521680e-02
  1.875000e-02   2.591434e-03
  1.250000e-02   2.922232e-03
  9.375000e-03   1.150510e-02
  6.250000e-03   3.983794e-03
  4.687500e-03  -1.712940e-02
  3.125000e-03   9.400603e-03
  2.343750e-03   1.264713e-02
  1.562500e-03  -2.443943e-02
  1.171870e-03  -1.095699e-02
  7.812500e-04  -5.897482e-03
  5.859370e-04   1.962023e-02
  3.906250e-04   1.588484e-02
  2.929690e-04  -3.369844e-03
  1.953130e-04  -4.934213e-03
  1.464840e-04  -2.527015e-03
  9.765600e-05   6.738982e-03
  7.324200e-05  -1.203443e-04
  4.882800e-05  -1.792885e-02
  3.662100e-05   2.262022e-02
  2.441400e-05  -6.617871e-03
  1.831100e-05  -3.574377e-02
  1.220700e-05  -3.586188e-02
  9.155300e-06  -3.574072e-02
  6.103500e-06  -3.586050e-02
  4.577600e-06  -3.573994e-02
