 15
 39 0.4701795850614583
 2.500000000000000E-02 (544.7000122070313,-34.43000030517578) 5.000000000000000E-02 2.500000000000000E-02
 3.570154000000000E-02 (555.7999877929687,-36.95000076293945) 5.000000000000000E-02 2.500000000000000E-02
 5.000000000000000E-02 (563.0999755859375,-37.88999938964844) 5.000000000000000E-02 2.500000000000000E-02
 7.137759000000000E-02 (587.4000244140625,-38.00999832153320) 5.000000000000000E-02 2.500000000000000E-02
 9.990010000000001E-02 (630.2000122070313,-38.38999938964844) 5.000000000000000E-02 2.500000000000000E-02
 0.1427959000000000 (683.2999877929687,-39.75999832153320) 5.000000000000000E-02 2.500000000000000E-02
 0.1998801000000000 (723.5000000000000,-41.84000015258789) 5.000000000000000E-02 2.500000000000000E-02
 0.2857143000000000 (749.5000000000000,-44.41999816894531) 5.000000000000000E-02 2.500000000000000E-02
 0.4000000000000000 (760.7999877929687,-47.20999908447266) 5.000000000000000E-02 2.500000000000000E-02
 0.5714286000000000 (751.2000122070313,-50.86000061035156) 5.000000000000000E-02 2.500000000000000E-02
 0.8000000000000000 (705.9000244140625,-54.79999923706055) 5.000000000000000E-02 2.500000000000000E-02
 1.142857000000000 (618.0999755859375,-58.59999847412109) 5.000000000000000E-02 2.500000000000000E-02
 1.600000000000000 (518.7999877929687,-60.90000152587891) 5.000000000000000E-02 2.500000000000000E-02
 2.285714000000000 (422.7999877929687,-61.49000167846680) 5.000000000000000E-02 2.500000000000000E-02
 3.200000000000000 (353.7000122070313,-60.43000030517578) 5.000000000000000E-02 2.500000000000000E-02
 4.570384000000000 (304.0000000000000,-58.24000167846680) 5.000000000000000E-02 2.500000000000000E-02
 6.402049000000000 (274.3999938964844,-55.75000000000000) 5.000000000000000E-02 2.500000000000000E-02
 9.140768000000000 (256.5000000000000,-53.06000137329102) 5.000000000000000E-02 2.500000000000000E-02
 12.80000000000000 (250.6000061035156,-50.90999984741211) 5.000000000000000E-02 2.500000000000000E-02
 18.28588000000000 (252.3999938964844,-49.72000122070313) 5.000000000000000E-02 2.500000000000000E-02
 25.60033000000000 (253.8999938964844,-49.97000122070313) 5.000000000000000E-02 2.500000000000000E-02
 40.00000000000000 (233.8000030517578,-48.45999908447266) 5.000000000000000E-02 2.500000000000000E-02
 53.33333000000000 (237.6999969482422,-49.88999938964844) 5.000000000000000E-02 2.500000000000000E-02
 80.00000000000000 (230.1999969482422,-52.38999938964844) 5.000000000000000E-02 2.500000000000000E-02
 106.6701000000000 (219.3999938964844,-54.04999923706055) 5.000000000000000E-02 2.500000000000000E-02
 160.0000000000000 (201.1999969482422,-56.33000183105469) 5.000000000000000E-02 2.500000000000000E-02
 213.3288000000000 (186.6000061035156,-58.00999832153320) 5.000000000000000E-02 2.500000000000000E-02
 320.0000000000000 (164.6000061035156,-60.34000015258789) 5.000000000000000E-02 2.500000000000000E-02
 426.6758000000000 (149.1000061035156,-62.02000045776367) 5.000000000000000E-02 2.500000000000000E-02
 640.0000000000000 (127.3000030517578,-64.70999908447266) 5.000000000000000E-02 2.500000000000000E-02
 853.3151000000000 (111.1999969482422,-66.80000305175781) 5.000000000000000E-02 2.500000000000000E-02
 1280.000000000000 (88.18000030517578,-69.41000366210937) 5.000000000000000E-02 2.500000000000000E-02
 1706.689000000000 (73.48999786376953,-70.63999938964844) 5.000000000000000E-02 2.500000000000000E-02
 2559.967000000000 (57.06999969482422,-71.52999877929687) 5.000000000000000E-02 2.500000000000000E-02
 3413.319000000000 (48.43999862670898,-72.01000213623047) 5.000000000000000E-02 2.500000000000000E-02
 5120.066000000000 (38.99000167846680,-73.43000030517578) 5.000000000000000E-02 2.500000000000000E-02
 6826.871000000000 (33.09999847412109,-75.22000122070313) 5.000000000000000E-02 2.500000000000000E-02
 10240.03000000000 (25.20000076293945,-78.43000030517578) 5.000000000000000E-02 2.500000000000000E-02
 13653.00000000000 (20.09000015258789,-80.73000335693359) 5.000000000000000E-02 2.500000000000000E-02
 21 2.129837909978663
 2.500000000000000E-02 (161.3000030517578,-24.39999961853027) 5.000000000000000E-02 2.500000000000000E-02
 3.570154000000000E-02 (190.6000061035156,-24.57999992370605) 5.000000000000000E-02 2.500000000000000E-02
 5.000000000000000E-02 (224.8000030517578,-25.31999969482422) 5.000000000000000E-02 2.500000000000000E-02
 7.137759000000000E-02 (263.5000000000000,-26.60000038146973) 5.000000000000000E-02 2.500000000000000E-02
 9.990010000000001E-02 (299.1000061035156,-27.79000091552734) 5.000000000000000E-02 2.500000000000000E-02
 0.1427959000000000 (338.1000061035156,-28.62000083923340) 5.000000000000000E-02 2.500000000000000E-02
 0.1998801000000000 (381.7000122070312,-29.04000091552734) 5.000000000000000E-02 2.500000000000000E-02
