           0.1   3.03773e-10       93667.7   9.72074e-10
     0.0888889     0.0846173   0.000336264      0.270775
     0.0666667        0.4691    6.0656e-05       1.50112
          0.05      0.408393   6.96724e-05       1.30686
        0.0375      0.378259   7.52229e-05       1.21043
         0.025      0.357875   7.95075e-05        1.1452
       0.01875      0.351124   8.10362e-05        1.1236
        0.0125      0.346452    8.2129e-05       1.10865
      0.009375      0.344593   8.25721e-05        1.1027
       0.00625      0.343497   8.28356e-05       1.09919
     0.0046875      0.343236   8.28984e-05       1.09836
      0.003125      0.342926   8.29734e-05       1.09736
    0.00234375      0.342722   8.30228e-05       1.09671
     0.0015625      0.342558   8.30625e-05       1.09619
    0.00117187      0.342601    8.3052e-05       1.09632
    0.00078125       0.34246   8.30863e-05       1.09587
   0.000585937      0.342496   8.30775e-05       1.09599
   0.000390625      0.342411   8.30981e-05       1.09572
   0.000292969      0.342445   8.30899e-05       1.09582
   0.000195313      0.342431   8.30933e-05       1.09578
   0.000146484      0.342395    8.3102e-05       1.09566
    9.7656e-05      0.342409   8.30986e-05       1.09571
    7.3242e-05      0.342424   8.30949e-05       1.09576
    4.8828e-05      0.342377   8.31063e-05       1.09561
    3.6621e-05      0.342356   8.31115e-05       1.09554
    2.4414e-05      0.342369   8.31083e-05       1.09558
    1.8311e-05      0.342439   8.30914e-05        1.0958
    1.2207e-05      0.342417   8.30966e-05       1.09574
    9.1553e-06       0.34241   8.30985e-05       1.09571
    6.1035e-06      0.342404   8.30998e-05       1.09569
    4.5776e-06      0.342402   8.31003e-05       1.09569
