           0.1   5.29269e-10   2.25234e+08   1.12911e-09
     0.0888889      0.147446      0.808492      0.314552
     0.0666667        0.8172      0.145875       1.74336
          0.05      0.711432      0.167562       1.51772
        0.0375      0.659036      0.180884       1.40594
         0.025      0.623375      0.191232       1.32987
       0.01875      0.611723      0.194875       1.30501
        0.0125      0.603596      0.197499       1.28767
      0.009375      0.600415      0.198545       1.28088
       0.00625       0.59847       0.19919       1.27674
     0.0046875      0.597921      0.199373       1.27556
      0.003125      0.597383      0.199553       1.27442
    0.00234375      0.597112      0.199643       1.27384
     0.0015625      0.596809      0.199745       1.27319
    0.00117187      0.596716      0.199776       1.27299
    0.00078125       0.59672      0.199774         1.273
   0.000585937      0.596608      0.199812       1.27276
   0.000390625      0.596595      0.199816       1.27274
   0.000292969       0.59652      0.199841       1.27258
   0.000195313      0.596522      0.199841       1.27258
   0.000146484      0.596548      0.199832       1.27263
    9.7656e-05      0.596533      0.199837        1.2726
    7.3242e-05      0.596488      0.199852       1.27251
    4.8828e-05      0.596483      0.199854        1.2725
    3.6621e-05      0.596472      0.199857       1.27247
    2.4414e-05      0.596521      0.199841       1.27258
    1.8311e-05      0.596468      0.199859       1.27247
    1.2207e-05       0.59653      0.199838        1.2726
    9.1553e-06      0.596517      0.199842       1.27257
    6.1035e-06      0.596508      0.199845       1.27255
    4.5776e-06      0.596504      0.199847       1.27254
