           0.1    0.00126763       94041.1   9.66522e-10
     0.0888889        353081   0.000337626      0.269211
     0.0666667     1.957e+06   6.09143e-05       1.49214
          0.05    1.7037e+06    6.9971e-05       1.29901
        0.0375    1.5784e+06   7.55254e-05       1.20347
         0.025    1.4927e+06   7.98616e-05       1.13813
       0.01875   1.46492e+06   8.13762e-05       1.11695
        0.0125   1.44609e+06   8.24355e-05       1.10259
      0.009375   1.43781e+06   8.29102e-05       1.09628
       0.00625   1.43358e+06   8.31552e-05       1.09305
     0.0046875   1.43219e+06   8.32356e-05       1.09199
      0.003125   1.43097e+06   8.33067e-05       1.09106
    0.00234375   1.42969e+06   8.33813e-05       1.09009
     0.0015625   1.42955e+06   8.33894e-05       1.08998
    0.00117187   1.42921e+06   8.34092e-05       1.08972
    0.00078125   1.42938e+06   8.33993e-05       1.08985
   0.000585937   1.42863e+06    8.3443e-05       1.08928
   0.000390625   1.42853e+06   8.34491e-05        1.0892
   0.000292969   1.42849e+06    8.3451e-05       1.08918
   0.000195313   1.42849e+06   8.34512e-05       1.08917
   0.000146484   1.42842e+06   8.34555e-05       1.08912
    9.7656e-05   1.42863e+06   8.34432e-05       1.08928
    7.3242e-05    1.4286e+06   8.34446e-05       1.08926
    4.8828e-05   1.42816e+06   8.34707e-05       1.08892
    3.6621e-05   1.42865e+06   8.34419e-05       1.08929
    2.4414e-05   1.42829e+06    8.3463e-05       1.08902
    1.8311e-05   1.42816e+06   8.34704e-05       1.08892
    1.2207e-05   1.42907e+06   8.34173e-05       1.08962
    9.1553e-06   1.42904e+06   8.34191e-05       1.08959
    6.1035e-06   1.42902e+06   8.34204e-05       1.08957
    4.5776e-06   1.42901e+06   8.34209e-05       1.08957
