           0.1    0.00127286       93654.5   9.72211e-10
     0.0888889        354520   0.000336256      0.270782
     0.0666667     1.965e+06   6.06663e-05       1.50087
          0.05    1.7112e+06   6.96643e-05       1.30701
        0.0375   1.58511e+06   7.52059e-05        1.2107
         0.025   1.49882e+06   7.95355e-05        1.1448
       0.01875    1.4711e+06   8.10341e-05       1.12362
        0.0125   1.45153e+06   8.21266e-05       1.10868
      0.009375   1.44387e+06   8.25626e-05       1.10282
       0.00625   1.43916e+06   8.28323e-05       1.09923
     0.0046875   1.43777e+06   8.29126e-05       1.09817
      0.003125   1.43685e+06   8.29656e-05       1.09747
    0.00234375   1.43604e+06   8.30123e-05       1.09685
     0.0015625   1.43483e+06   8.30828e-05       1.09592
    0.00117187    1.4352e+06   8.30611e-05        1.0962
    0.00078125   1.43468e+06   8.30912e-05       1.09581
   0.000585937    1.4352e+06   8.30612e-05        1.0962
   0.000390625   1.43479e+06   8.30849e-05       1.09589
   0.000292969   1.43466e+06   8.30927e-05       1.09579
   0.000195313   1.43457e+06   8.30974e-05       1.09573
   0.000146484   1.43446e+06   8.31041e-05       1.09564
    9.7656e-05   1.43465e+06    8.3093e-05       1.09578
    7.3242e-05   1.43461e+06    8.3095e-05       1.09576
    4.8828e-05   1.43416e+06   8.31212e-05       1.09541
    3.6621e-05   1.43465e+06   8.30927e-05       1.09579
    2.4414e-05   1.43429e+06   8.31138e-05       1.09551
    1.8311e-05   1.43416e+06   8.31211e-05       1.09541
    1.2207e-05   1.43407e+06   8.31264e-05       1.09534
    9.1553e-06   1.43404e+06   8.31282e-05       1.09532
    6.1035e-06   1.43402e+06   8.31296e-05        1.0953
    4.5776e-06   1.43401e+06     8.313e-05        1.0953
