  13653.      129.99     -112.0  391.42      9.1080      -75.7 -148.3 0.64 0.64
RYY SI units (ohms)
   20
  20.000      6.5865       74.3  11.164      3.2099       91.1   57.5 0.05 0.05
  26.667      1.4221      119.2  3.2514     0.33861      146.3   92.1 0.01 0.01
  40.000      2.1872     -173.3  4.9067     0.55161     -146.8 -199.7 0.02 0.02
  53.333      2.1868     -144.8  4.1232     0.85931     -124.3 -165.3 0.02 0.02
  80.000      1.8296     -162.5  4.0592     0.47685     -136.4 -188.6 0.04 0.04
  106.67      3.6738     -124.6  5.9357      1.9519     -109.4 -139.8 0.06 0.06
  160.00     0.71152E-01 -170.8  1.7652     0.63223      -94.9 -246.7 0.00 0.00
  213.33      4.4469     -102.5  7.0637      2.4330      -88.0 -117.1 0.13 0.13
  320.00      1.0491     -101.3  2.0418     0.38390      -79.8 -122.9 0.06 0.06
  426.67      1.0284     -102.9  2.0851     0.34134      -79.9 -125.9 0.09 0.09
  640.00      1.0298     -102.5  2.0682     0.34984      -79.9 -125.1 0.08 0.08
  853.33     0.12987      -12.9 0.77868     0.26143E-01   42.5  -68.3 0.01 0.01
  1280.0     0.93154       29.7  4.1078     0.93041E-02   77.4  -18.0 0.08 0.08
  1706.7      1.0957     -135.2  4.3735     0.50822E-05  -90.2 -180.1 0.27 0.27
  2560.0      11.145      -31.2  30.921      1.2456        2.4  -64.9 0.17 0.17
  3413.3      2.4155       30.9  10.614     0.22374E-01   78.5  -16.8 0.06 0.06
  5120.0      15.569       78.4  89.376      2.4412      132.8   24.1 0.09 0.09
  6826.7      115.93     -123.2  364.30      5.9899      -85.5 -160.9 0.32 0.32
  10240.      83.718       59.6  655.13      53.231      120.5   -1.3 0.23 0.23
  13653.      1653.1        1.8  2954.7      726.77       20.4  -16.8 0.90 0.90
TZX
   20
  20.000         0.017    -0.120   0.013   0.094
  26.667         0.035    -0.102   0.009   0.077
  40.000         0.044    -0.114   0.009   0.187
  53.333         0.085    -0.097   0.006   0.296
  80.000         0.110    -0.101   0.007   0.491
  106.67         0.137    -0.091   0.005   0.666
  160.00         0.171    -0.065   0.005   0.846
  213.33         0.172    -0.038   0.007   0.856
  320.00         0.169    -0.005   0.006   0.801
  426.67         0.158     0.001   0.007   0.830
  640.00         0.163     0.010   0.008   0.812
  853.33         0.159    -0.002   0.006   0.828
  1280.0         0.156    -0.019   0.024   0.807
  1706.7         0.163     0.005   0.037   0.668
  2560.0         0.141     0.004   0.022   0.702
  3413.3         0.177    -0.019   0.024   0.787
  5120.0         0.161    -0.014   0.047   0.748
  6826.7         0.294     0.007   0.188   0.518
  10240.         0.000     0.000  -1.000   0.000
  13653.         0.000     0.000  -1.000   0.000
TZY
   20
  20.000         0.023     0.063   0.019   0.010
  26.667         0.014     0.054   0.018   0.007
  40.000        -0.057     0.078   0.016   0.034
  53.333        -0.067     0.015   0.011   0.033
  80.000        -0.067     0.033   0.014   0.069
  106.67        -0.074     0.006   0.009   0.132
  160.00        -0.044    -0.015   0.008   0.129
  213.33        -0.021     0.006   0.009   0.035
  320.00        -0.007    -0.002   0.008   0.004
  426.67        -0.017     0.014   0.008   0.035
  640.00        -0.053     0.033   0.015   0.232
  853.33        -0.037     0.070   0.011   0.346
  1280.0        -0.054     0.087   0.028   0.571
  1706.7        -0.079     0.105   0.037   0.564
  2560.0        -0.085     0.048   0.030   0.280
  3413.3        -0.169     0.084   0.035   0.671
  5120.0        -0.233     0.035   0.096   0.604
  6826.7        -0.325    -0.052   0.300   0.345
  10240.         0.000     0.000  -1.000   0.000
  13653.         0.000     0.000  -1.000   0.000
