          0.01     272.28564     68.544128
   0.014677993     200.41803     67.396389
   0.021544347     151.49718     63.718021
   0.031622777     121.74802     57.727376
   0.046415888     107.60807     50.060429
   0.068129207     106.72859     41.843423
           0.1     118.06332     34.323738
    0.14677993     141.69877     28.328581
    0.21544347     178.62522      24.09435
    0.31622777     230.47489     21.469198
    0.46415888      299.2022     20.160358
    0.68129207     386.68248     19.871885
             1     494.23649     20.351293
     1.4677993     622.13918     21.393841
     2.1544347     769.22089     22.833868
     3.1622777     932.68995     24.535419
     4.6415888     1108.2684     26.385783
     6.8129207     1290.6417     28.292071
            10     1474.1139     30.179736
     14.677993     1653.2954     31.991776
     21.544347      1823.654     33.687716
     31.622777      1981.833     35.241945
     46.415888     2125.7275      36.64144
     68.129207     2254.3716     37.883142
           100     2367.7204     38.971318
     146.77993     2466.3969      39.91517
     215.44347     2551.4551     40.726845
     316.22777     2624.1851     41.419899
     464.15888      2685.967     42.008183
     681.29207     2738.1697     42.505103
          1000     2782.0885     42.923158
     1467.7993     2818.9084     43.273693
     2154.4347     2849.6892     43.566806
     3162.2777      2875.362     43.811348
     4641.5888     2896.7341     44.014985
     6812.9207     2914.4986     44.184297
         10000      2929.246     44.324892
