# BND RUN WINDOW NP PROCESS
# B   1e2   8192 12 robust_ss
# C     1    256 10 robust_ss
# D     1     64 16 robust_ss bad
>STATION   :bor016a1Dbad
>AZIMUTH   =    -21.0000
>LATITUDE  =     -5.9733
>LONGITUDE =    -37.8888
>ELEVATION =       000.0

ZXX SI units (ohms)
38
    2.8571e-01    5.9577e-02   -4.3429e-02    3.6863e-03 1
    4.0000e-01    6.0897e-02   -2.1162e-02    3.2234e-03 1
    5.7143e-01    5.6926e-02   -3.0775e-03    2.8504e-03 1
    8.0000e-01    4.9248e-02    9.5379e-03    2.5081e-03 1
    1.1429e+00    3.9747e-02    1.5356e-02    2.1305e-03 1
    1.6000e+00    3.0473e-02    1.7141e-02    1.7482e-03 1
    2.2857e+00    2.2607e-02    1.8787e-02    1.4697e-03 1
    3.2000e+00    1.6148e-02    1.6487e-02    1.1539e-03 1
    4.5714e+00    1.1804e-02    1.3873e-02    9.1077e-04 1
    6.4000e+00    9.4461e-03    1.1288e-02    7.3595e-04 1
    9.1429e+00    7.6579e-03    8.5690e-03    5.7461e-04 1
    1.2800e+01    5.5217e-03    6.5483e-03    4.2828e-04 1
    1.8286e+01    4.7727e-03    4.4070e-03    3.2481e-04 1
    2.5600e+01    4.5025e-03    4.8707e-03    3.3165e-04 1
    3.6571e+01    3.9911e-03    4.4208e-03    2.9779e-04 1
    5.1200e+01    3.5299e-03    3.8918e-03    2.6271e-04 1
    7.3143e+01    2.8350e-03    3.3703e-03    2.2020e-04 1
    1.0240e+02    2.2720e-03    2.6942e-03    1.7622e-04 1
    1.4629e+02    1.8397e-03    2.2996e-03    1.4725e-04 1
    2.0480e+02    1.3924e-03    1.6789e-03    1.0906e-04 1
    2.9257e+02    1.2351e-03    1.4125e-03    9.3815e-05 1
    4.0960e+02    1.0671e-03    1.0913e-03    7.6316e-05 1
TZX
38
    1.1200e-03    3.2540e-04    2.2240e-04    1.9707e-05 1
    1.5600e-03    9.9210e-05   -5.7750e-05    5.7397e-06 1
    2.2300e-03    1.8670e-05   -1.4840e-05    1.1925e-06 1
    3.1200e-03   -3.2140e-06   -2.8900e-05    1.4539e-06 1
    4.4600e-03    2.5380e-05   -4.4210e-06    1.2881e-06 1
    6.2500e-03    1.2050e-05   -6.2820e-05    3.1983e-06 1
    8.9300e-03   -2.3500e-05   -3.8100e-05    2.2382e-06 1
    1.2500e-02   -6.5700e-05   -4.3860e-05    3.9497e-06 1
    1.7860e-02   -5.0330e-05    5.6240e-05    3.7736e-06 1
    2.5000e-02   -3.7760e-05    3.9540e-05    2.7337e-06 1
    3.5710e-02   -8.8530e-06   -1.7180e-05    9.6634e-07 1
    5.0000e-02    1.4210e-05    1.2120e-05    9.3383e-07 1
    7.1410e-02   -8.7740e-06    2.0550e-06    4.5057e-07 1
    9.9970e-02   -1.1620e-05   -1.1790e-05    8.2769e-07 1
    1.4281e-01   -8.0590e-06   -7.9020e-06    5.6433e-07 1
    1.9994e-01    3.9180e-06   -9.4240e-07    2.0149e-07 1
    2.8571e-01    2.0170e-05    1.8960e-05    1.3841e-06 1
    4.0000e-01   -3.0510e-05    1.9430e-05    1.8086e-06 1
    5.7143e-01   -2.6880e-05    3.4690e-05    2.1943e-06 1
    8.0000e-01   -4.3350e-06   -3.9780e-05    2.0008e-06 1
    1.1429e+00    1.9680e-05   -1.7270e-04    8.6909e-06 1
    1.6000e+00    4.7920e-05    4.9870e-04    2.5050e-05 1
    2.2857e+00    1.2600e-04   -1.4900e-04    9.7567e-06 1
    3.2000e+00   -5.6690e-04   -3.3570e-04    3.2942e-05 1
    4.5714e+00   -4.4090e-04   -4.2760e-04    3.0710e-05 1
    6.4000e+00   -3.0990e-04    5.9480e-05    1.5778e-05 1
    9.1429e+00   -1.0810e-03    2.5280e-04    5.5508e-05 1
    1.2800e+01    2.3280e-04    5.7230e-04    3.0892e-05 1
    1.8286e+01    8.1870e-04   -2.2270e-04    4.2422e-05 1
    2.5600e+01    4.8730e-04   -5.9480e-04    3.8446e-05 1
    3.6571e+01   -9.3510e-04   -1.2350e-04    4.7161e-05 1
    5.1200e+01    6.3800e-04   -1.3570e-05    3.1907e-05 1
    7.3143e+01   -2.6250e-03    1.3120e-03    1.4673e-04 1
    1.0240e+02   -2.4530e-03   -9.7930e-04    1.3206e-04 1
    1.4629e+02    7.1940e-04    1.4140e-03    7.9324e-05 1
    2.0480e+02   -4.2830e-04   -1.9310e-03    9.8896e-05 1
    2.9257e+02   -4.4350e-03    7.6810e-04    2.2505e-04 1
    4.0960e+02   -5.2680e-03   -2.8650e-03    2.9983e-04 1
TZY
38
    1.1200e-03    2.5640e-04   -4.4500e-04    2.5679e-05 1
    1.5600e-03    4.7580e-05    3.4950e-06    2.3854e-06 1
    2.2300e-03    1.2410e-05    7.6050e-06    7.2774e-07 1
    3.1200e-03   -2.1410e-05   -6.9630e-06    1.1257e-06 1
    4.4600e-03   -3.7470e-05    6.0210e-05    3.5459e-06 1
    6.2500e-03    3.2770e-05    3.8730e-05    2.5367e-06 1
    8.9300e-03    1.2180e-05   -8.6660e-06    7.4742e-07 1
    1.2500e-02    5.0470e-05    1.5790e-05    2.6441e-06 1
    1.7860e-02    3.4970e-05    1.7270e-05    1.9501e-06 1
    2.5000e-02    9.9210e-05    3.8770e-05    5.3258e-06 1
    3.5710e-02   -2.7670e-05    4.1510e-05    2.4943e-06 1
    5.0000e-02   -2.5710e-05   -6.3940e-05    3.4458e-06 1
    7.1410e-02    1.0850e-05   -1.4530e-06    5.4734e-07 1
    9.9970e-02   -6.6440e-06    1.2680e-05    7.1576e-07 1
    1.4281e-01    4.1890e-06   -1.5880e-05    8.2116e-07 1
    1.9994e-01   -1.6490e-05    7.9460e-06    9.1523e-07 1
    2.8571e-01    1.4800e-05    3.6830e-05    1.9846e-06 1
    4.0000e-01   -3.0700e-05    7.0940e-06    1.5754e-06 1
    5.7143e-01    4.5290e-05    3.5950e-05    2.8912e-06 1
    8.0000e-01    1.2450e-04    1.7480e-04    1.0730e-05 1
    1.1429e+00    8.6970e-05   -3.2820e-04    1.6976e-05 1
    1.6000e+00    5.5350e-04    4.2900e-04    3.5014e-05 1
    2.2857e+00    5.9020e-04   -1.0550e-04    2.9978e-05 1
    3.2000e+00    2.7470e-04   -1.1790e-04    1.4947e-05 1
    4.5714e+00    3.2450e-04   -2.6510e-04    2.0951e-05 1
    6.4000e+00    5.4330e-04   -1.2120e-04    2.7833e-05 1
    9.1429e+00    2.2880e-04    5.1410e-04    2.8136e-05 1
    1.2800e+01    1.1430e-03   -1.3850e-03    8.9787e-05 1
    1.8286e+01    1.4900e-03    1.4250e-03    1.0309e-04 1
    2.5600e+01    1.0850e-03   -1.6630e-03    9.9282e-05 1
    3.6571e+01    9.9070e-04    5.4270e-04    5.6480e-05 1
    5.1200e+01    5.9810e-04    6.0090e-04    4.2391e-05 1
    7.3143e+01    4.2340e-03   -1.2960e-03    2.2140e-04 1
    1.0240e+02    3.0640e-03   -3.7100e-04    1.5432e-04 1
    1.4629e+02    3.6510e-03   -6.8500e-03    3.8811e-04 1
    2.0480e+02    1.1890e-02    9.8810e-03    7.7299e-04 1
    2.9257e+02    2.8380e-03    9.5770e-03    4.9943e-04 1
    4.0960e+02   -9.7670e-04   -2.2770e-02    1.1395e-03 1
