Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 301    Date: 26/02/08    Time: 08:32:44



 FREQUENCY    MAGNITUDE      PHASE    
    Hz                     deg    
Chopper On
+1.0000E-01  +1.9904E-01  +8.8551E+01    
+1.4678E-01  +1.9888E-01  +8.7902E+01    
+2.1544E-01  +1.9868E-01  +8.6961E+01    
+3.1623E-01  +1.9822E-01  +8.5551E+01    
+4.6416E-01  +1.9755E-01  +8.3531E+01    
+6.8130E-01  +1.9635E-01  +8.0552E+01    
+1.0000E+00  +1.9360E-01  +7.6254E+01    
+1.4678E+00  +1.8766E-01  +7.0358E+01    
+2.1544E+00  +1.7622E-01  +6.2417E+01    
+3.1623E+00  +1.5784E-01  +5.2571E+01    
+4.6416E+00  +1.3209E-01  +4.1698E+01    
+6.8130E+00  +1.0311E-01  +3.1276E+01    
+1.0000E+01  +7.5983E-02  +2.2479E+01    
+1.4678E+01  +5.3955E-02  +1.5709E+01    
+2.1545E+01  +3.7488E-02  +1.0781E+01    
+3.1623E+01  +2.5807E-02  +7.2034E+00    
+4.6416E+01  +1.7638E-02  +4.7033E+00    
+6.8130E+01  +1.1952E-02  +3.1454E+00    
+1.0000E+02  +8.2123E-03  +1.5523E+00    
+1.4678E+02  +5.6023E-03  +3.4542E-01    
+2.1545E+02  +3.8105E-03  -6.8801E-01    
+3.1623E+02  +2.5961E-03  -1.8727E+00    
+4.6417E+02  +1.7668E-03  -3.3107E+00    
+6.8130E+02  +1.2018E-03  -5.2713E+00    
+1.0000E+03  +8.1666E-04  -7.8333E+00    
+1.4678E+03  +5.5247E-04  -1.1791E+01    
+2.1545E+03  +3.6935E-04  -1.7375E+01    
+3.1623E+03  +2.4555E-04  -2.5353E+01    
+4.6417E+03  +1.5301E-04  -3.8157E+01    
+6.8130E+03  +8.0869E-05  -4.4242E+01    
+1.0000E+04  +5.3872E-05  -5.4432E+01    
                                         
                                         
 FREQUENCY    MAGNITUDE      PHASE       
    Hz                     deg           
Chopper Off                              
+1.0000E+00  +1.8717E-01  +1.1322E+02    
+1.4678E+00  +2.0376E-01  +9.6017E+01    
+2.1544E+00  +1.9981E-01  +7.7819E+01    
+3.1623E+00  +1.7790E-01  +6.0347E+01    
+4.6416E+00  +1.4445E-01  +4.4853E+01    
+6.8130E+00  +1.0883E-01  +3.2019E+01    
+1.0000E+01  +7.8274E-02  +2.2377E+01    
+1.4678E+01  +5.4695E-02  +1.5444E+01    
+2.1544E+01  +3.7706E-02  +1.0475E+01    
+3.1623E+01  +2.5873E-02  +7.0411E+00    
+4.6416E+01  +1.7685E-02  +4.5289E+00    
+6.8130E+01  +1.2083E-02  +3.2060E+00    
+1.0000E+02  +8.2265E-03  +1.4370E+00    
+1.4678E+02  +5.5997E-03  +3.9392E-01    
+2.1545E+02  +3.8159E-03  -7.3834E-01    
+3.1623E+02  +2.5986E-03  -1.8765E+00    
+4.6416E+02  +1.7685E-03  -3.3102E+00    
+6.8130E+02  +1.2032E-03  -5.2646E+00    
+1.0000E+03  +8.1757E-04  -7.8320E+00    
+1.4678E+03  +5.5410E-04  -1.1700E+01    
+2.1545E+03  +3.6957E-04  -1.7425E+01    
+3.1623E+03  +2.4601E-04  -2.5308E+01    
+4.6417E+03  +1.5336E-04  -3.8143E+01    
+6.8130E+03  +8.0973E-05  -4.4295E+01    
+1.0000E+04  +5.3912E-05  -5.4434E+01    
