Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 332    Date: 28/04/08    Time: 07:46:00


 FREQUENCY    MAGNITUDE      PHASE    
    Hz                     deg    
Chopper On
+1.0000E-01  +1.9975E-01  +8.8548E+01    
+1.2589E-01  +1.9970E-01  +8.8202E+01    
+1.5849E-01  +1.9986E-01  +8.7723E+01    
+1.9953E-01  +1.9976E-01  +8.7173E+01    
+2.5119E-01  +1.9968E-01  +8.6476E+01    
+3.1623E-01  +1.9957E-01  +8.5559E+01    
+3.9811E-01  +1.9908E-01  +8.4441E+01    
+5.0119E-01  +1.9836E-01  +8.3002E+01    
+6.3095E-01  +1.9754E-01  +8.1284E+01    
+7.9430E-01  +1.9631E-01  +7.9044E+01    
+1.0000E+00  +1.9374E-01  +7.6283E+01    
+1.2589E+00  +1.9116E-01  +7.2958E+01    
+1.5849E+00  +1.8667E-01  +6.8978E+01    
+1.9952E+00  +1.7980E-01  +6.4224E+01    
+2.5119E+00  +1.7064E-01  +5.8731E+01    
+3.1623E+00  +1.5843E-01  +5.2580E+01    
+3.9810E+00  +1.4366E-01  +4.6082E+01    
+5.0118E+00  +1.2685E-01  +3.9494E+01    
+6.3095E+00  +1.0925E-01  +3.3204E+01    
+7.9430E+00  +9.2235E-02  +2.7518E+01    
+1.0000E+01  +7.6334E-02  +2.2463E+01    
+1.2589E+01  +6.2373E-02  +1.8198E+01    
+1.5849E+01  +5.0391E-02  +1.4527E+01    
+1.9952E+01  +4.0570E-02  +1.1589E+01    
+2.5119E+01  +3.2474E-02  +9.1683E+00    
+3.1622E+01  +2.5931E-02  +7.2117E+00    
+3.9810E+01  +2.0662E-02  +5.6424E+00    
+5.0118E+01  +1.6346E-02  +4.6238E+00    
+6.3095E+01  +1.3044E-02  +3.2136E+00    
+7.9430E+01  +1.0392E-02  +2.3486E+00    
+1.0000E+02  +8.2691E-03  +1.4025E+00    
+1.2589E+02  +6.5594E-03  +9.0160E-01    
+1.5849E+02  +5.2160E-03  +3.6786E-01    
+1.9952E+02  +4.1380E-03  -4.0715E-01    
+2.5118E+02  +3.2845E-03  -9.6955E-01    
+3.1622E+02  +2.6113E-03  -1.7325E+00    
+3.9810E+02  +2.0748E-03  -2.4451E+00    
+5.0118E+02  +1.6462E-03  -3.3350E+00    
+6.3094E+02  +1.3063E-03  -4.4905E+00    
+7.9430E+02  +1.0378E-03  -5.8316E+00    
+1.0000E+03  +8.2178E-04  -7.5417E+00    
+1.2589E+03  +6.5059E-04  -9.6195E+00    
+1.5849E+03  +5.1368E-04  -1.2219E+01    
+1.9952E+03  +4.0266E-04  -1.5611E+01    
+2.5118E+03  +3.1561E-04  -1.9400E+01    
+3.1622E+03  +2.4304E-04  -2.5011E+01    
+3.9810E+03  +1.7799E-04  -3.1070E+01    
+5.0117E+03  +1.2926E-04  -3.2711E+01    
+6.3094E+03  +1.0209E-04  -3.6825E+01    
+7.9430E+03  +7.8228E-05  -4.4770E+01    
+9.9995E+03  +5.7889E-05  -5.4191E+01    
+1.0000E+04  +5.7889E-05  -5.4187E+01    
                                         
                              
 FREQUENCY    MAGNITUDE      PHASE       
    Hz                     deg           
Chopper Off
+1.0000E+00  +1.8750E-01  +1.1230E+02    
+1.2589E+00  +1.9840E-01  +1.0209E+02    
+1.5849E+00  +2.0299E-01  +9.1539E+01    
+1.9953E+00  +2.0087E-01  +8.0975E+01    
+2.5119E+00  +1.9191E-01  +7.0508E+01    
+3.1623E+00  +1.7697E-01  +6.0372E+01    
+3.9811E+00  +1.5792E-01  +5.0832E+01    
+5.0119E+00  +1.3693E-01  +4.2196E+01    
+6.3095E+00  +1.1576E-01  +3.4566E+01    
+7.9430E+00  +9.6002E-02  +2.8077E+01    
+1.0000E+01  +7.8485E-02  +2.2566E+01    
+1.2589E+01  +6.3539E-02  +1.8060E+01    
+1.5849E+01  +5.1045E-02  +1.4450E+01    
+1.9952E+01  +4.0907E-02  +1.1425E+01    
+2.5119E+01  +3.2659E-02  +9.0237E+00    
+3.1623E+01  +2.6042E-02  +7.0419E+00    
+3.9810E+01  +2.0698E-02  +5.5181E+00    
+5.0118E+01  +1.6246E-02  +4.4646E+00    
+6.3095E+01  +1.3062E-02  +3.1643E+00    
+7.9430E+01  +1.0407E-02  +2.3004E+00    
+1.0000E+02  +8.2731E-03  +1.6676E+00    
+1.2589E+02  +6.5657E-03  +8.2875E-01    
+1.5849E+02  +5.2222E-03  +3.1560E-01    
+1.9952E+02  +4.1442E-03  -3.6919E-01    
+2.5119E+02  +3.2912E-03  -1.0323E+00    
+3.1622E+02  +2.6135E-03  -1.7441E+00    
+3.9810E+02  +2.0755E-03  -2.4643E+00    
+5.0118E+02  +1.6487E-03  -3.3653E+00    
+6.3095E+02  +1.3082E-03  -4.4780E+00    
+7.9430E+02  +1.0389E-03  -5.8731E+00    
+1.0000E+03  +8.2271E-04  -7.5222E+00    
+1.2589E+03  +6.5140E-04  -9.6217E+00    
+1.5849E+03  +5.1475E-04  -1.2304E+01    
+1.9952E+03  +4.0286E-04  -1.5619E+01    
+2.5118E+03  +3.1603E-04  -1.9388E+01    
+3.1622E+03  +2.4346E-04  -2.5022E+01    
+3.9810E+03  +1.7823E-04  -3.1111E+01    
+5.0118E+03  +1.2936E-04  -3.2763E+01    
+6.3094E+03  +1.0206E-04  -3.6859E+01    
+7.9430E+03  +7.8239E-05  -4.4787E+01    
+1.0000E+04  +5.7863E-05  -5.4198E+01    
   
