Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 096    Date: 01/02/11    Time: 10:21:08


 FREQUENCY    MAGNITUDE      PHASE    
    Hz                     deg    
Chopper On
+1.0000E-01  +1.9979E-01  +8.8588E+01   
+1.2328E-01  +1.9974E-01  +8.8221E+01    
+1.5199E-01  +1.9965E-01  +8.7829E+01    
+1.8738E-01  +1.9939E-01  +8.7417E+01    
+2.3101E-01  +1.9970E-01  +8.6740E+01    
+2.8480E-01  +1.9929E-01  +8.5981E+01    
+3.5112E-01  +1.9904E-01  +8.5035E+01    
+4.3288E-01  +1.9833E-01  +8.4119E+01    
+5.3367E-01  +1.9841E-01  +8.2531E+01    
+6.5790E-01  +1.9707E-01  +8.0841E+01    
+8.1110E-01  +1.9611E-01  +7.8789E+01    
+1.0000E+00  +1.9376E-01  +7.6431E+01    
+1.2329E+00  +1.9018E-01  +7.3186E+01    
+1.5199E+00  +1.8729E-01  +6.9746E+01    
+1.8738E+00  +1.8173E-01  +6.5658E+01    
+2.3101E+00  +1.7424E-01  +6.0772E+01    
+2.8481E+00  +1.6486E-01  +5.5543E+01    
+3.5112E+00  +1.5190E-01  +4.9548E+01    
+4.3288E+00  +1.3776E-01  +4.3666E+01    
+5.3368E+00  +1.2229E-01  +3.7886E+01    
+6.5790E+00  +1.0621E-01  +3.2206E+01    
+8.1110E+00  +9.0557E-02  +2.6952E+01    
+1.0000E+01  +7.6213E-02  +2.2294E+01    
+1.2329E+01  +6.3429E-02  +1.8393E+01    
+1.5199E+01  +5.2388E-02  +1.5133E+01    
+1.8738E+01  +4.2726E-02  +1.2567E+01    
+2.3102E+01  +3.5181E-02  +1.0033E+01    
+2.8481E+01  +2.8645E-02  +8.0561E+00    
+3.5112E+01  +2.3286E-02  +6.5028E+00    
+4.3288E+01  +1.8759E-02  +5.1856E+00    
+5.3368E+01  +1.5399E-02  +4.0026E+00    
+6.5790E+01  +1.2522E-02  +3.2223E+00    
+8.1110E+01  +1.0149E-02  +2.3154E+00    
+1.0000E+02  +8.2407E-03  +1.5905E+00    
+1.2329E+02  +6.6859E-03  +1.0326E+00    
+1.5199E+02  +5.4320E-03  +1.3809E-01    
+1.8739E+02  +4.3970E-03  -1.8215E-01    
+2.3102E+02  +3.5674E-03  -6.5279E-01    
+2.8481E+02  +2.8887E-03  -1.3547E+00    
+3.5113E+02  +2.3407E-03  -1.8994E+00    
+4.3289E+02  +1.9036E-03  -2.5466E+00    
+5.3368E+02  +1.5448E-03  -3.3316E+00    
+6.5790E+02  +1.2530E-03  -4.3747E+00    
+8.1120E+02  +1.0167E-03  -5.5413E+00    
+1.0000E+03  +8.2512E-04  -6.9677E+00    
+1.2329E+03  +6.6966E-04  -8.7700E+00    
+1.5200E+03  +5.4299E-04  -1.1043E+01    
+1.8739E+03  +4.3962E-04  -1.3868E+01    
+2.3102E+03  +3.5829E-04  -1.7557E+01    
+2.8481E+03  +2.8444E-04  -2.2552E+01    
+3.5113E+03  +2.2517E-04  -2.8147E+01    
+4.3289E+03  +1.7450E-04  -3.5239E+01    
+5.3369E+03  +1.2828E-04  -4.3302E+01    
