Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 110    Date: 02/02/11    Time: 14:15:19


 FREQUENCY    MAGNITUDE      PHASE    
    Hz                     deg    
Chopper On
+1.0000E-01  +1.9998E-01  +8.8525E+01   
+1.2328E-01  +2.0004E-01  +8.8161E+01    
+1.5199E-01  +1.9995E-01  +8.7798E+01    
+1.8738E-01  +1.9984E-01  +8.7297E+01    
+2.3101E-01  +1.9985E-01  +8.6696E+01    
+2.8480E-01  +1.9960E-01  +8.5947E+01    
+3.5112E-01  +1.9953E-01  +8.5005E+01    
+4.3288E-01  +1.9897E-01  +8.3830E+01    
+5.3367E-01  +1.9866E-01  +8.2443E+01    
+6.5790E-01  +1.9750E-01  +8.0789E+01    
+8.1110E-01  +1.9640E-01  +7.8723E+01    
+1.0000E+00  +1.9440E-01  +7.6558E+01    
+1.2329E+00  +1.9191E-01  +7.3175E+01    
+1.5199E+00  +1.8758E-01  +6.9671E+01    
+1.8738E+00  +1.8206E-01  +6.5419E+01    
+2.3101E+00  +1.7409E-01  +6.0626E+01    
+2.8481E+00  +1.6397E-01  +5.5205E+01    
+3.5112E+00  +1.5195E-01  +4.9488E+01    
+4.3288E+00  +1.3766E-01  +4.3608E+01    
+5.3368E+00  +1.2208E-01  +3.7675E+01    
+6.5790E+00  +1.0596E-01  +3.2047E+01    
+8.1110E+00  +9.0371E-02  +2.6934E+01    
+1.0000E+01  +7.6000E-02  +2.2244E+01    
+1.2329E+01  +6.3010E-02  +1.8223E+01    
+1.5199E+01  +5.2232E-02  +1.5058E+01    
+1.8738E+01  +4.3183E-02  +1.1989E+01    
+2.3102E+01  +3.5039E-02  +9.9366E+00    
+2.8481E+01  +2.8642E-02  +7.9847E+00    
+3.5112E+01  +2.3320E-02  +6.4218E+00    
+4.3288E+01  +1.8923E-02  +5.1828E+00    
+5.3368E+01  +1.5354E-02  +4.0503E+00    
+6.5790E+01  +1.2445E-02  +3.0589E+00    
+8.1110E+01  +1.0122E-02  +2.4085E+00    
+1.0000E+02  +8.2054E-03  +1.6502E+00    
+1.2329E+02  +6.6672E-03  +1.0720E+00    
+1.5199E+02  +5.4124E-03  +6.2605E-02    
+1.8739E+02  +4.3844E-03  -4.6968E-02    
+2.3102E+02  +3.5557E-03  -6.2259E-01    
+2.8481E+02  +2.8902E-03  -1.2043E+00    
+3.5113E+02  +2.3424E-03  -1.5297E+00    
+4.3289E+02  +1.9000E-03  -2.4500E+00    
+5.3368E+02  +1.5424E-03  -3.3026E+00    
+6.5790E+02  +1.2520E-03  -4.2940E+00    
+8.1120E+02  +1.0164E-03  -5.4692E+00    
+1.0000E+03  +8.2498E-04  -6.9610E+00    
+1.2329E+03  +6.6883E-04  -8.8601E+00    
+1.5200E+03  +5.4281E-04  -1.1130E+01    
+1.8739E+03  +4.3927E-04  -1.4034E+01    
+2.3102E+03  +3.5655E-04  -1.7946E+01    
+2.8481E+03  +2.8357E-04  -2.2768E+01    
+3.5113E+03  +2.2367E-04  -2.8627E+01    
+4.3289E+03  +1.7074E-04  -3.5949E+01    
+5.3369E+03  +1.2148E-04  -4.2396E+01    
