Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 327    Date: 25/04/08    Time: 06:00:56



 FREQUENCY    MAGNITUDE      PHASE    
    Hz                     deg    
Chopper On
+1.0000E-01  +1.9958E-01  +8.8562E+01    
+1.2589E-01  +1.9968E-01  +8.8203E+01    
+1.5849E-01  +1.9965E-01  +8.7740E+01    
+1.9953E-01  +1.9958E-01  +8.7175E+01    
+2.5119E-01  +1.9940E-01  +8.6463E+01    
+3.1623E-01  +1.9938E-01  +8.5526E+01    
+3.9811E-01  +1.9882E-01  +8.4378E+01    
+5.0119E-01  +1.9774E-01  +8.2961E+01    
+6.3095E-01  +1.9858E-01  +8.1015E+01    
+7.9430E-01  +1.9604E-01  +7.9059E+01    
+1.0000E+00  +1.9296E-01  +7.6068E+01    
+1.2589E+00  +1.9077E-01  +7.2854E+01    
+1.5849E+00  +1.8545E-01  +6.9063E+01    
+1.9952E+00  +1.7923E-01  +6.4192E+01    
+2.5119E+00  +1.7077E-01  +5.8680E+01    
+3.1623E+00  +1.5817E-01  +5.2451E+01    
+3.9810E+00  +1.4376E-01  +4.6173E+01    
+5.0118E+00  +1.2688E-01  +3.9728E+01    
+6.3095E+00  +1.0936E-01  +3.3483E+01    
+7.9430E+00  +9.1667E-02  +2.7370E+01    
+1.0000E+01  +7.5932E-02  +2.2481E+01    
+1.2589E+01  +6.1807E-02  +1.8128E+01    
+1.5849E+01  +5.0100E-02  +1.4501E+01    
+1.9952E+01  +4.0292E-02  +1.1447E+01    
+2.5119E+01  +3.2273E-02  +9.1276E+00    
+3.1622E+01  +2.5725E-02  +7.1601E+00    
+3.9810E+01  +2.0505E-02  +5.6001E+00    
+5.0118E+01  +1.6626E-02  +4.4810E+00    
+6.3095E+01  +1.2983E-02  +3.2024E+00    
+7.9430E+01  +1.0327E-02  +2.3426E+00    
+1.0000E+02  +8.2191E-03  +1.5279E+00    
+1.2589E+02  +6.5156E-03  +8.6023E-01    
+1.5849E+02  +5.1690E-03  +2.2163E-01    
+1.9952E+02  +4.1131E-03  -4.0863E-01    
+2.5118E+02  +3.2711E-03  -1.0877E+00    
+3.1622E+02  +2.5954E-03  -1.7861E+00    
+3.9810E+02  +2.0607E-03  -2.5881E+00    
+5.0118E+02  +1.6378E-03  -3.5079E+00    
+6.3094E+02  +1.2986E-03  -4.5929E+00    
+7.9430E+02  +1.0324E-03  -5.9361E+00    
+1.0000E+03  +8.1733E-04  -7.6390E+00    
+1.2589E+03  +6.4713E-04  -9.7655E+00    
+1.5849E+03  +5.1113E-04  -1.2413E+01    
+1.9952E+03  +4.0319E-04  -1.5738E+01    
+2.5118E+03  +3.1625E-04  -2.0087E+01    
+3.1622E+03  +2.4429E-04  -2.5341E+01    
+3.9810E+03  +1.8441E-04  -3.1790E+01    
+5.0117E+03  +1.3338E-04  -3.7988E+01    
+6.3094E+03  +9.7392E-05  -4.1681E+01    
+7.9430E+03  +7.4111E-05  -4.7532E+01    
+9.9995E+03  +5.5368E-05  -5.6305E+01    
+1.0000E+04  +5.5377E-05  -5.6296E+01    
                                         
                                         
 FREQUENCY    MAGNITUDE      PHASE       
    Hz                     deg           
Chopper Off                              
+1.0000E+00  +1.8475E-01  +1.1467E+02    
+1.2589E+00  +1.9690E-01  +1.0403E+02    
+1.5849E+00  +2.0335E-01  +9.3160E+01    
+1.9953E+00  +2.0125E-01  +8.2098E+01    
+2.5119E+00  +1.9261E-01  +7.1224E+01    
+3.1623E+00  +1.7809E-01  +6.0827E+01    
+3.9811E+00  +1.5872E-01  +5.1118E+01    
+5.0119E+00  +1.3654E-01  +4.2051E+01    
+6.3095E+00  +1.1523E-01  +3.4165E+01    
+7.9430E+00  +9.5855E-02  +2.7907E+01    
+1.0000E+01  +7.8236E-02  +2.2509E+01    
+1.2589E+01  +6.3219E-02  +1.8048E+01    
+1.5849E+01  +5.0817E-02  +1.4347E+01    
+1.9952E+01  +4.0664E-02  +1.1374E+01    
+2.5119E+01  +3.2441E-02  +8.9254E+00    
+3.1623E+01  +2.5826E-02  +7.0466E+00    
+3.9810E+01  +2.0550E-02  +5.4552E+00    
+5.0118E+01  +1.6476E-02  +4.5843E+00    
+6.3095E+01  +1.3013E-02  +3.1102E+00    
+7.9430E+01  +1.0339E-02  +2.2901E+00    
+1.0000E+02  +8.2187E-03  +1.5147E+00    
+1.2589E+02  +6.5272E-03  +8.7338E-01    
+1.5849E+02  +5.1830E-03  +2.6676E-01    
+1.9952E+02  +4.1183E-03  -4.5843E-01    
+2.5119E+02  +3.2686E-03  -1.0664E+00    
+3.1622E+02  +2.5969E-03  -1.7757E+00    
+3.9810E+02  +2.0630E-03  -2.5544E+00    
+5.0118E+02  +1.6381E-03  -3.4753E+00    
+6.3095E+02  +1.3002E-03  -4.5836E+00    
+7.9430E+02  +1.0320E-03  -6.0479E+00    
+1.0000E+03  +8.1850E-04  -7.6521E+00    
+1.2589E+03  +6.4845E-04  -9.7318E+00    
+1.5849E+03  +5.1191E-04  -1.2326E+01    
+1.9952E+03  +4.0403E-04  -1.5659E+01    
+2.5118E+03  +3.1625E-04  -2.0003E+01    
+3.1622E+03  +2.4468E-04  -2.5283E+01    
+3.9810E+03  +1.8485E-04  -3.1711E+01    
+5.0118E+03  +1.3380E-04  -3.7926E+01    
+6.3094E+03  +9.7680E-05  -4.1664E+01    
+7.9430E+03  +7.4316E-05  -4.7529E+01    
+1.0000E+04  +5.5514E-05  -5.6281E+01    
                                         
