Calibration measurement with Solartron  
Metronix GmbH, Neue Knochenhauerstr.5, 38100 Braunschweig  
  
  Magnetometer: 121    Date: 07/24/99    Time: 18:41:32  
  
  

 FREQUENCY    MAGNITUDE      PHASE      
    Hz                     deg      
CHOPPER ON  
+1.0000E-01  +2.0065E-01  +8.8408E+01   
+1.2589E-01  +2.0072E-01  +8.7999E+01   
+1.5849E-01  +2.0039E-01  +8.7420E+01   
+1.9953E-01  +2.0015E-01  +8.6984E+01   
+3.1623E-01  +1.9924E-01  +8.5094E+01   
+3.9811E-01  +1.9812E-01  +8.3928E+01   
+5.0119E-01  +1.9748E-01  +8.2514E+01   
+6.3095E-01  +1.9608E-01  +8.0763E+01   
+7.9430E-01  +1.9449E-01  +7.8625E+01   
+1.0000E+00  +1.9206E-01  +7.5931E+01   
+1.2589E+00  +1.8899E-01  +7.2748E+01   
+1.5849E+00  +1.8330E-01  +6.8583E+01   
+1.9952E+00  +1.7795E-01  +6.4083E+01   
+2.5119E+00  +1.6868E-01  +5.8620E+01   
+3.1623E+00  +1.5698E-01  +5.2509E+01   
+3.9810E+00  +1.4327E-01  +4.6364E+01   
+5.0118E+00  +1.2578E-01  +3.9538E+01   
+6.3095E+00  +1.0849E-01  +3.3434E+01   
+7.9430E+00  +9.1593E-02  +2.7522E+01   
+1.0000E+01  +7.5615E-02  +2.2128E+01   
+1.2589E+01  +6.1779E-02  +1.7966E+01   
+1.9952E+01  +4.0072E-02  +1.1257E+01   
+2.5119E+01  +3.2047E-02  +8.6280E+00   
+3.1622E+01  +2.5554E-02  +6.8508E+00   
+3.9810E+01  +2.0294E-02  +5.2991E+00   
+6.3095E+01  +1.2832E-02  +2.8213E+00   
+7.9430E+01  +1.0237E-02  +1.9329E+00   
+1.0000E+02  +8.1145E-03  +1.1093E+00   
+1.2589E+02  +6.4392E-03  +3.9100E-01   
+1.5849E+02  +5.0935E-03  -5.2307E-01   
+1.9952E+02  +4.0553E-03  -1.0808E+00   
+2.5118E+02  +3.2207E-03  -1.8479E+00   
+3.1622E+02  +2.5526E-03  -2.7371E+00   
+3.9810E+02  +2.0249E-03  -3.7233E+00   
+5.0118E+02  +1.6048E-03  -4.9026E+00   
+6.3094E+02  +1.2708E-03  -6.3390E+00   
+7.9430E+02  +1.0043E-03  -7.9745E+00   
+1.0000E+03  +7.8955E-04  -1.0238E+01   
+1.2589E+03  +6.1530E-04  -1.2425E+01   
+1.5849E+03  +4.7988E-04  -1.5184E+01   
+1.9952E+03  +3.6977E-04  -1.8268E+01   
+2.5118E+03  +2.8186E-04  -2.0917E+01   
+3.1622E+03  +2.1992E-04  -2.2309E+01   
+3.9810E+03  +1.8350E-04  -2.6654E+01   
+5.0117E+03  +1.4681E-04  -3.7383E+01   
+6.3094E+03  +1.0786E-04  -4.9394E+01   
+7.9430E+03  +7.4896E-05  -6.0839E+01   
+9.9995E+03  +5.0334E-05  -7.1059E+01   
+1.0000E+04  +5.0334E-05  -7.1070E+01   
  
 FREQUENCY    MAGNITUDE      PHASE      
    Hz                     deg      
CHOPPER OFF      
+1.0000E-01  +3.1250E-02  +1.7621E+02   
+1.2589E-01  +4.0069E-02  +1.7451E+02   
