Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 320    Date: 05/04/13    Time: 11:05:53


 FREQUENCY    MAGNITUDE      PHASE        
    Hz                     deg            
Chopper On                                
+1.0000E-01  +2.0022E-01  +8.8571E+01     
+1.2328E-01  +2.0018E-01  +8.8247E+01     
+1.5199E-01  +2.0015E-01  +8.7834E+01     
+1.8738E-01  +2.0003E-01  +8.7351E+01     
+2.3101E-01  +1.9997E-01  +8.6737E+01     
+2.8480E-01  +1.9971E-01  +8.5987E+01     
+3.5112E-01  +1.9953E-01  +8.5071E+01     
+4.3288E-01  +1.9931E-01  +8.4006E+01     
+5.3367E-01  +1.9859E-01  +8.2582E+01     
+6.5790E-01  +1.9766E-01  +8.0850E+01     
+8.1110E-01  +1.9686E-01  +7.8594E+01     
+1.0000E+00  +1.9475E-01  +7.6419E+01     
+1.2329E+00  +1.9175E-01  +7.3446E+01     
+1.5199E+00  +1.8763E-01  +6.9769E+01     
+1.8738E+00  +1.8205E-01  +6.5621E+01     
+2.3101E+00  +1.7480E-01  +6.0836E+01     
+2.8481E+00  +1.6419E-01  +5.5328E+01     
+3.5112E+00  +1.5238E-01  +4.9674E+01     
+4.3288E+00  +1.3815E-01  +4.3721E+01     
+5.3368E+00  +1.2237E-01  +3.7723E+01     
+6.5790E+00  +1.0651E-01  +3.2136E+01     
+8.1110E+00  +9.0864E-02  +2.6961E+01     
+1.0000E+01  +7.6563E-02  +2.2474E+01     
+1.2329E+01  +6.3723E-02  +1.8527E+01     
+1.5199E+01  +5.2604E-02  +1.5146E+01     
+1.8738E+01  +4.2973E-02  +1.2389E+01     
+2.3102E+01  +3.5248E-02  +9.9494E+00     
+2.8481E+01  +2.8839E-02  +8.0750E+00     
+3.5112E+01  +2.3397E-02  +6.6189E+00     
+4.3288E+01  +1.9237E-02  +5.7905E+00     
+5.3368E+01  +1.5490E-02  +3.9649E+00     
+6.5790E+01  +1.2532E-02  +3.1929E+00     
+8.1110E+01  +1.0198E-02  +2.2601E+00     
+1.0000E+02  +8.2695E-03  +1.5337E+00     
+1.2329E+02  +6.7124E-03  +9.5029E-01     
+1.5199E+02  +5.4378E-03  +9.3944E-02     
+1.8739E+02  +4.4181E-03  -1.8632E-01     
+2.3102E+02  +3.5815E-03  -7.5496E-01     
+2.8481E+02  +2.9030E-03  -1.3756E+00     
+3.5113E+02  +2.3563E-03  -1.9779E+00     
+4.3289E+02  +1.9080E-03  -2.7821E+00     
+5.3368E+02  +1.5472E-03  -3.6513E+00     
+6.5790E+02  +1.2532E-03  -4.6758E+00     
+8.1120E+02  +1.0158E-03  -5.8925E+00     
+1.0000E+03  +8.2257E-04  -7.3600E+00     
+1.2329E+03  +6.6525E-04  -9.1241E+00     
+1.5200E+03  +5.3751E-04  -1.1251E+01     
+1.8739E+03  +4.3448E-04  -1.3723E+01     
+2.3102E+03  +3.5571E-04  -1.7144E+01     
+2.8481E+03  +2.8126E-04  -2.2517E+01     
+3.5113E+03  +2.2085E-04  -2.7530E+01     
+4.3289E+03  +1.7113E-04  -3.3699E+01     
+5.3369E+03  +1.2809E-04  -4.0564E+01     
