Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 337    Date: 29/04/08    Time: 10:32:52



 FREQUENCY    MAGNITUDE      PHASE    
    Hz                     deg    
Chopper On
+1.0000E-01  +1.9987E-01  +8.8301E+01    
+1.2589E-01  +2.0000E-01  +8.7870E+01    
+1.5849E-01  +1.9996E-01  +8.7342E+01    
+1.9953E-01  +1.9991E-01  +8.6677E+01    
+2.5119E-01  +1.9971E-01  +8.5831E+01    
+3.1623E-01  +1.9939E-01  +8.4739E+01    
+3.9811E-01  +1.9891E-01  +8.3504E+01    
+5.0119E-01  +1.9826E-01  +8.1766E+01    
+6.3095E-01  +1.9714E-01  +7.9517E+01    
+7.9430E-01  +1.9503E-01  +7.7167E+01    
+1.0000E+00  +1.9238E-01  +7.3967E+01    
+1.2589E+00  +1.8803E-01  +7.0236E+01    
+1.5849E+00  +1.8132E-01  +6.5626E+01    
+1.9952E+00  +1.7314E-01  +6.0258E+01    
+2.5119E+00  +1.6164E-01  +5.4340E+01    
+3.1623E+00  +1.4768E-01  +4.8017E+01    
+3.9810E+00  +1.3146E-01  +4.1579E+01    
+5.0118E+00  +1.1396E-01  +3.5239E+01    
+6.3095E+00  +9.6578E-02  +2.9475E+01    
+7.9430E+00  +8.0075E-02  +2.4257E+01    
+1.0000E+01  +6.5612E-02  +1.9838E+01    
+1.2589E+01  +5.3128E-02  +1.6275E+01    
+1.5849E+01  +4.2858E-02  +1.3232E+01    
+1.9952E+01  +3.4334E-02  +1.0887E+01    
+2.5119E+01  +2.7515E-02  +8.9419E+00    
+3.1622E+01  +2.1980E-02  +7.5346E+00    
+3.9810E+01  +1.7527E-02  +6.4752E+00    
+5.0118E+01  +1.3808E-02  +5.0203E+00    
+6.3095E+01  +1.1180E-02  +5.2825E+00    
+7.9430E+01  +8.9610E-03  +4.8771E+00    
+1.0000E+02  +7.1996E-03  +4.6143E+00    
+1.2589E+02  +5.8166E-03  +4.3053E+00    
+1.5849E+02  +4.6599E-03  +4.6151E+00    
+1.9952E+02  +3.6497E-03  +8.2858E+00    
+2.5118E+02  +2.4541E-03  +2.2665E+01    
+3.1622E+02  +2.5663E-03  -1.1294E+00    
+3.9810E+02  +2.0811E-03  -4.1389E+00    
+5.0118E+02  +1.6758E-03  -7.9104E+00    
+6.3094E+02  +1.3370E-03  -1.2418E+01    
+7.9430E+02  +1.0546E-03  -1.7883E+01    
+1.0000E+03  +8.1872E-04  -2.4067E+01    
+1.2589E+03  +6.2404E-04  -3.1451E+01    
+1.5849E+03  +4.6268E-04  -4.0020E+01    
+1.9952E+03  +3.2848E-04  -4.9630E+01    
+2.5118E+03  +2.2463E-04  -5.9133E+01    
+3.1622E+03  +1.4088E-04  -6.8602E+01    
+3.9810E+03  +8.0370E-05  -7.3016E+01    
+5.0117E+03  +4.7359E-05  -6.4360E+01    
+6.3094E+03  +3.9419E-05  -5.5196E+01    
+7.9430E+03  +3.4429E-05  -6.5490E+01    
+9.9995E+03  +2.4517E-05  -8.3397E+01    
+1.0000E+04  +2.4519E-05  -8.3387E+01    
                                         
                             
 FREQUENCY    MAGNITUDE      PHASE       
    Hz                     deg           
Chopper Off
+1.0000E+00  +1.8333E-01  +1.1230E+02    
+1.2589E+00  +1.9415E-01  +1.0106E+02    
+1.5849E+00  +1.9715E-01  +8.9426E+01    
+1.9953E+00  +1.9385E-01  +7.7822E+01    
+2.5119E+00  +1.8130E-01  +6.6682E+01    
+3.1623E+00  +1.6391E-01  +5.6188E+01    
+3.9811E+00  +1.4302E-01  +4.6603E+01    
+5.0119E+00  +1.2176E-01  +3.8228E+01    
+6.3095E+00  +1.0131E-01  +3.1011E+01    
+7.9430E+00  +8.3104E-02  +2.5382E+01    
+1.0000E+01  +6.7353E-02  +2.0448E+01    
+1.2589E+01  +5.4281E-02  +1.6496E+01    
+1.5849E+01  +4.3544E-02  +1.3443E+01    
+1.9952E+01  +3.4778E-02  +1.1054E+01    
+2.5119E+01  +2.7770E-02  +9.0966E+00    
+3.1623E+01  +2.2180E-02  +7.6462E+00    
+3.9810E+01  +1.7683E-02  +6.5755E+00    
+5.0118E+01  +1.4308E-02  +6.4268E+00    
+6.3095E+01  +1.1304E-02  +5.2941E+00    
+7.9430E+01  +9.0398E-03  +4.8541E+00    
+1.0000E+02  +7.2728E-03  +4.5787E+00    
+1.2589E+02  +5.8681E-03  +4.2315E+00    
+1.5849E+02  +4.7314E-03  +4.1548E+00    
+3.1622E+02  +2.5663E-03  -1.1294E+00    
+3.9810E+02  +2.0811E-03  -4.1389E+00    
+5.0118E+02  +1.6950E-03  -7.6210E+00    
+6.3095E+02  +1.3562E-03  -1.2148E+01    
+7.9430E+02  +1.0707E-03  -1.7601E+01    
+1.0000E+03  +8.3304E-04  -2.4082E+01    
+1.2589E+03  +6.3499E-04  -3.1595E+01    
+1.5849E+03  +4.7014E-04  -4.0263E+01    
+1.9952E+03  +3.3467E-04  -4.9817E+01    
+2.5118E+03  +2.2661E-04  -5.9873E+01    
+3.1622E+03  +1.4160E-04  -6.9232E+01    
+3.9810E+03  +8.0542E-05  -7.3525E+01    
+5.0118E+03  +4.7364E-05  -6.4721E+01    
+6.3094E+03  +3.9418E-05  -5.5437E+01    
+7.9430E+03  +3.4467E-05  -6.5661E+01    
+1.0000E+04  +2.4560E-05  -8.3576E+01    
   
