Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 323    Date: 08/04/13    Time: 07:47:07


 FREQUENCY    MAGNITUDE      PHASE        
    Hz                     deg            
Chopper On                                
+1.0000E-01  +1.9984E-01  +8.8545E+01     
+1.2328E-01  +1.9990E-01  +8.8213E+01     
+1.5199E-01  +1.9977E-01  +8.7816E+01     
+1.8738E-01  +1.9963E-01  +8.7320E+01     
+2.3101E-01  +1.9956E-01  +8.6701E+01     
+2.8480E-01  +1.9929E-01  +8.5951E+01     
+3.5112E-01  +1.9923E-01  +8.5042E+01     
+4.3288E-01  +1.9876E-01  +8.3820E+01     
+5.3367E-01  +1.9816E-01  +8.2583E+01     
+6.5790E-01  +1.9708E-01  +8.0798E+01     
+8.1110E-01  +1.9596E-01  +7.8695E+01     
+1.0000E+00  +1.9422E-01  +7.6310E+01     
+1.2329E+00  +1.9150E-01  +7.3375E+01     
+1.5199E+00  +1.8718E-01  +6.9628E+01     
+1.8738E+00  +1.8137E-01  +6.5481E+01     
+2.3101E+00  +1.7390E-01  +6.0633E+01     
+2.8481E+00  +1.6379E-01  +5.5245E+01     
+3.5112E+00  +1.5154E-01  +4.9452E+01     
+4.3288E+00  +1.3743E-01  +4.3558E+01     
+5.3368E+00  +1.2189E-01  +3.7713E+01     
+6.5790E+00  +1.0579E-01  +3.2033E+01     
+8.1110E+00  +9.0323E-02  +2.6957E+01     
+1.0000E+01  +7.5882E-02  +2.2306E+01     
+1.2329E+01  +6.3118E-02  +1.8293E+01     
+1.5199E+01  +5.2141E-02  +1.5056E+01     
+1.8738E+01  +4.2878E-02  +1.2473E+01     
+2.3102E+01  +3.5001E-02  +9.8290E+00     
+2.8481E+01  +2.8526E-02  +7.9946E+00     
+3.5112E+01  +2.3249E-02  +6.6793E+00     
+4.3288E+01  +1.9116E-02  +5.0025E+00     
+5.3368E+01  +1.5336E-02  +3.9248E+00     
+6.5790E+01  +1.2487E-02  +3.1645E+00     
+8.1110E+01  +1.0108E-02  +2.2763E+00     
+1.0000E+02  +8.1965E-03  +1.5184E+00     
+1.2329E+02  +6.6520E-03  +9.2793E-01     
+1.5199E+02  +5.3985E-03  +4.8478E-01     
+1.8739E+02  +4.3746E-03  -2.0181E-01     
+2.3102E+02  +3.5468E-03  -7.7198E-01     
+2.8481E+02  +2.8761E-03  -1.3856E+00     
+3.5113E+02  +2.3330E-03  -2.0640E+00     
+4.3289E+02  +1.8911E-03  -2.7923E+00     
+5.3368E+02  +1.5328E-03  -3.6525E+00     
+6.5790E+02  +1.2437E-03  -4.6726E+00     
+8.1120E+02  +1.0063E-03  -5.8970E+00     
+1.0000E+03  +8.1472E-04  -7.3699E+00     
+1.2329E+03  +6.5904E-04  -9.1488E+00     
+1.5200E+03  +5.3242E-04  -1.1288E+01     
+1.8739E+03  +4.3021E-04  -1.3797E+01     
+2.3102E+03  +3.5246E-04  -1.7365E+01     
+2.8481E+03  +2.7723E-04  -2.2679E+01     
+3.5113E+03  +2.1701E-04  -2.7840E+01     
+4.3289E+03  +1.6571E-04  -3.4096E+01     
+5.3369E+03  +1.2058E-04  -3.9259E+01     
