Calibration measurement with Solartron
Metronix GmbH, Kocherstr. 3, 38120 Braunschweig

  Magnetometer: 117    Date: 03/02/11    Time: 11:46:18


 FREQUENCY    MAGNITUDE      PHASE    
    Hz                     deg    
Chopper On
+1.0000E-01  +2.0032E-01  +8.8510E+01   
+1.2328E-01  +2.0038E-01  +8.8202E+01    
+1.5199E-01  +2.0022E-01  +8.7785E+01    
+1.8738E-01  +2.0016E-01  +8.7264E+01    
+2.3101E-01  +2.0017E-01  +8.6672E+01    
+2.8480E-01  +1.9993E-01  +8.5924E+01    
+3.5112E-01  +1.9949E-01  +8.5039E+01    
+4.3288E-01  +1.9967E-01  +8.3930E+01    
+5.3367E-01  +1.9865E-01  +8.2495E+01    
+6.5790E-01  +1.9777E-01  +8.0788E+01    
+8.1110E-01  +1.9653E-01  +7.8751E+01    
+1.0000E+00  +1.9411E-01  +7.6261E+01    
+1.2329E+00  +1.9133E-01  +7.3297E+01    
+1.5199E+00  +1.8712E-01  +6.9930E+01    
+1.8738E+00  +1.8173E-01  +6.6464E+01    
+2.3101E+00  +1.7443E-01  +6.0662E+01    
+2.8481E+00  +1.6482E-01  +5.5343E+01    
+3.5112E+00  +1.5213E-01  +4.9500E+01    
+4.3288E+00  +1.3801E-01  +4.3621E+01    
+5.3368E+00  +1.2225E-01  +3.7713E+01    
+6.5790E+00  +1.0620E-01  +3.2090E+01    
+8.1110E+00  +9.0654E-02  +2.6929E+01    
+1.0000E+01  +7.6261E-02  +2.2319E+01    
+1.2329E+01  +6.3417E-02  +1.8457E+01    
+1.5199E+01  +5.2405E-02  +1.5004E+01    
+1.8738E+01  +4.2760E-02  +1.2180E+01    
+2.3102E+01  +3.5136E-02  +9.9162E+00    
+2.8481E+01  +2.8612E-02  +7.9855E+00    
+3.5112E+01  +2.3343E-02  +6.5005E+00    
+4.3288E+01  +1.8830E-02  +5.4273E+00    
+5.3368E+01  +1.5396E-02  +4.0533E+00    
+6.5790E+01  +1.2538E-02  +3.1568E+00    
+8.1110E+01  +1.0151E-02  +2.3792E+00    
+1.0000E+02  +8.2514E-03  +1.6384E+00    
+1.2329E+02  +6.6847E-03  +1.0296E+00    
+1.5199E+02  +5.4415E-03  +2.2295E-01    
+1.8739E+02  +4.3953E-03  -4.1373E-02    
+2.3102E+02  +3.5699E-03  -6.5481E-01    
+2.8481E+02  +2.8988E-03  -1.2730E+00    
+3.5113E+02  +2.3549E-03  -1.9848E+00    
+4.3289E+02  +1.9055E-03  -2.4869E+00    
+5.3368E+02  +1.5459E-03  -3.2927E+00    
+6.5790E+02  +1.2544E-03  -4.2947E+00    
+8.1120E+02  +1.0184E-03  -5.5062E+00    
+1.0000E+03  +8.2699E-04  -6.9495E+00    
+1.2329E+03  +6.7157E-04  -8.8489E+00    
+1.5200E+03  +5.4535E-04  -1.1130E+01    
+1.8739E+03  +4.4213E-04  -1.4001E+01    
+2.3102E+03  +3.6116E-04  -1.8350E+01    
+2.8481E+03  +2.8428E-04  -2.3350E+01    
+3.5113E+03  +2.2389E-04  -2.9131E+01    
+4.3289E+03  +1.7137E-04  -3.6378E+01    
+5.3369E+03  +1.2204E-04  -4.3180E+01    
